order_no,discount_amount,adults,booking_fee,paid_from_wallet,order_time,source,isRelease,trip_type,leg_name,commission,departure_time,bf_discount,trip_id,isCancel,net_revenue,base_id,travel_date,ff_discount,facility_fee,amount_in_usd,voucher_consumption,paid_from_card,pick_stop
778942,11.25,1,0,0,09-27-2019 17:23:09,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,81027,09-27-2019,0,0,11.25,0,0,Times Square
778943,0,1,0,0,09-27-2019 17:23:44,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,11.25,102,09-27-2019,0,0,11.25,0,11.25,Times Square
778946,11.25,1,0,0,09-27-2019 17:25:04,ANDROID,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,122260,09-27-2019,0,0,11.25,0,0,Times Square
778947,11.25,1,0,0,09-27-2019 17:25:11,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,134323,09-27-2019,0,0,11.25,0,0,Times Square
778948,0,1,0,0,09-27-2019 17:25:19,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,11.25,308742,09-27-2019,0,0,11.25,0,11.25,Times Square
778950,11.25,1,0,0,09-27-2019 17:25:46,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,83659,09-27-2019,0,0,11.25,0,0,Times Square
778952,11.25,1,0,0,09-27-2019 17:25:58,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,3135,09-27-2019,0,0,11.25,0,0,Times Square
778962,11.25,1,0,0,09-27-2019 17:29:19,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,193,09-27-2019,0,0,11.25,0,0,Times Square
778977,11.25,1,0,0,09-27-2019 17:32:14,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,54,09-27-2019,0,0,11.25,0,0,Times Square
780442,5.125,1,0,0,09-28-2019 16:40:20,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,5.125,19819,09-30-2019,0,0,10.25,0,5.125,Kendall Park Roller Skating Rink
780442,5.125,1,0,0,09-28-2019 16:40:20,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,5.125,19819,09-30-2019,0,0,10.25,0,5.125,Kendall Park Roller Skating Rink
781571,10.25,1,0,0,09-29-2019 11:54:54,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,312,09-30-2019,0,0,10.25,0,0,Kendall Park Roller Skating Rink
781571,10.25,1,0,0,09-29-2019 11:54:54,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,312,09-30-2019,0,0,10.25,0,0,Kendall Park Roller Skating Rink
782140,11.25,1,0,0,09-29-2019 17:00:43,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,141617,09-30-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
782353,10.25,1,0,0,09-29-2019 19:15:30,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,82,09-30-2019,0,0,10.25,0,0,Kendall Park Roller Skating Rink
782353,10.25,1,0,0,09-29-2019 19:15:30,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,82,09-30-2019,0,0,10.25,0,0,Kendall Park Roller Skating Rink
782516,11.25,1,0,0,09-29-2019 20:34:55,WEB,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,35,09-30-2019,0,0,11.25,0,0,Kendall Park Post Office
782584,10.25,1,0,0,09-29-2019 21:12:47,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,165726,09-30-2019,0,0,10.25,0,0,Kendall Park Post Office
782584,10.25,1,0,0,09-29-2019 21:12:47,ANDROID,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,165726,09-30-2019,0,0,10.25,0,0,Kendall Park Post Office
782628,11.25,1,0,0,09-29-2019 21:38:18,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,11809,09-30-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
782639,10.25,1,0,0,09-29-2019 21:46:07,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,67,09-30-2019,0,0,10.25,0,0,Kendall Park Roller Skating Rink
782639,10.25,1,0,0,09-29-2019 21:46:07,ANDROID,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,67,09-30-2019,0,0,10.25,0,0,Kendall Park Roller Skating Rink
782643,11.25,1,0,0,09-29-2019 21:49:09,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,263922,09-30-2019,0,0,11.25,0,0,Green Hill Manor Club House
782649,0,1,0,0,09-29-2019 21:54:13,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,11.25,125791,09-30-2019,0,0,11.25,0,11.25,Kendall Park Roller Skating Rink
782656,11.25,1,0,0,09-29-2019 21:57:11,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,430,09-30-2019,0,0,11.25,0,0,Kendall Park Post Office
782699,11.25,1,0,0,09-29-2019 22:13:58,WEB,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,294729,09-30-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
782704,11.25,1,0,0,09-29-2019 22:15:15,WEB,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,294729,09-30-2019,0,0,11.25,0,0,Times Square
782706,11.25,1,0,0,09-29-2019 22:16:58,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,260,09-30-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
782807,11.25,1,0,0,09-29-2019 23:13:30,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,3863,09-30-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
