order_no,discount_amount,adults,booking_fee,paid_from_wallet,order_time,source,isRelease,trip_type,leg_name,commission,departure_time,bf_discount,trip_id,isCancel,net_revenue,base_id,travel_date,ff_discount,facility_fee,amount_in_usd,voucher_consumption,paid_from_card,pick_stop
775937,11.25,1,0,0,09-26-2019 5:59:47,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,118,09-26-2019,0,0,11.25,0,0,Green Hill Manor Club House
775938,11.25,1,0,0,09-26-2019 6:02:10,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,56494,09-26-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
775940,10.25,1,0,0,09-26-2019 6:05:31,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,100,09-26-2019,0,0,10.25,0,0,Kendall Park Roller Skating Rink
775940,10.25,1,0,0,09-26-2019 6:05:31,ANDROID,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,100,09-26-2019,0,0,10.25,0,0,Kendall Park Roller Skating Rink
775941,11.25,1,0,0,09-26-2019 6:07:03,ANDROID,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,298,09-26-2019,0,0,11.25,0,0,Times Square
775942,11.25,1,0,0,09-26-2019 6:07:12,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,250434,09-26-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
775943,11.25,1,0,0,09-26-2019 6:07:24,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,18375,09-26-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
775944,11.25,1,0,0,09-26-2019 6:07:27,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,298,09-26-2019,0,0,11.25,0,0,Green Hill Manor Club House
775946,11.25,1,0,0,09-26-2019 6:08:13,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,190,09-26-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
775947,11.25,1,0,0,09-26-2019 6:10:29,WEB,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,239301,09-26-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
775949,0,1,0,0,09-26-2019 6:11:22,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,10.25,49,09-26-2019,0,0,10.25,0,10.25,Kendall Park Roller Skating Rink
775949,0,1,0,0,09-26-2019 6:11:22,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,10.25,49,09-26-2019,0,0,10.25,0,10.25,Kendall Park Roller Skating Rink
775954,11.25,1,0,0,09-26-2019 6:17:29,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,24976,09-26-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
775956,11.25,1,0,0,09-26-2019 6:20:02,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,155570,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
775957,11.25,1,0,0,09-26-2019 6:20:12,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,197,09-26-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
775958,11.25,1,0,0,09-26-2019 6:20:45,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,21440,09-26-2019,0,0,11.25,0,0,Stillwell Road
775960,11.25,1,0,0,09-26-2019 6:23:13,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,323,09-26-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
775961,11.25,1,0,0,09-26-2019 6:23:24,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,54,09-26-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
775962,11.25,1,0,0,09-26-2019 6:24:54,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,141,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
775963,11.25,1,0,0,09-26-2019 6:25:32,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,300787,09-26-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
775965,0,1,0,0,09-26-2019 6:26:56,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,11.25,150028,09-26-2019,0,0,11.25,0,11.25,Green Hill Manor Club House
775966,11.25,1,0,0,09-26-2019 6:27:44,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,141882,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
775967,11.25,1,0,0,09-26-2019 6:28:00,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,116007,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
775968,11.25,1,0,0,09-26-2019 6:29:00,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,101350,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
775969,11.25,1,0,0,09-26-2019 6:29:11,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,122260,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
775970,11.25,1,0,0,09-26-2019 6:29:47,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,76084,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
775971,11.25,1,0,0,09-26-2019 6:29:53,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,110809,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
775972,22.5,2,0,0,09-26-2019 6:29:57,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,209,09-26-2019,0,0,22.5,0,0,Kendall Park Post Office
775973,11.25,1,0,0,09-26-2019 6:29:59,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,88686,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
775974,11.25,1,0,0,09-26-2019 6:31:06,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,1289,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
775975,11.25,1,0,0,09-26-2019 6:31:56,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:25:00 AM,0,16009,FALSE,0,309606,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
775976,0,1,0,0,09-26-2019 6:34:28,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,11.25,308742,09-26-2019,0,0,11.25,0,11.25,Kendall Park Roller Skating Rink
775977,0,1,0,0,09-26-2019 6:35:02,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,11.25,88206,09-26-2019,0,0,11.25,0,11.25,Kendall Park Roller Skating Rink
775979,0,1,0,0,09-26-2019 6:41:56,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,11.25,594,09-26-2019,0,0,11.25,0,11.25,Kendall Park Roller Skating Rink
775980,11.25,1,0,0,09-26-2019 6:44:04,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,85,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
775983,11.25,1,0,0,09-26-2019 6:46:48,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,1316,09-26-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
775984,11.25,1,0,0,09-26-2019 6:46:51,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,83659,09-26-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
775985,11.25,1,0,0,09-26-2019 6:47:43,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,102,09-26-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
775988,0,1,0,0,09-26-2019 6:49:39,WEB,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,11.25,992,09-26-2019,0,0,11.25,0,11.25,Kendall Park Roller Skating Rink
775990,11.25,1,0,0,09-26-2019 6:51:41,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,203,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
775991,11.25,1,0,0,09-26-2019 6:51:46,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,107143,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
775993,11.25,1,0,0,09-26-2019 6:51:55,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,308740,09-26-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
775994,11.25,1,0,0,09-26-2019 6:52:15,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,95,09-26-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
775995,11.25,1,0,0,09-26-2019 6:53:52,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,204062,09-26-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
775996,11.25,1,0,0,09-26-2019 6:54:21,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,193,09-26-2019,0,0,11.25,0,0,Stillwell Road
775997,11.25,1,0,0,09-26-2019 6:55:35,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,203,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
776000,11.25,1,0,0,09-26-2019 6:58:26,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,57,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
776001,0,1,0,0,09-26-2019 7:00:12,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,11.25,114699,09-26-2019,0,0,11.25,0,11.25,Kendall Park Post Office
776002,11.25,1,0,0,09-26-2019 7:02:05,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,192732,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
776003,11.25,1,0,0,09-26-2019 7:02:18,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,138113,09-26-2019,0,0,11.25,0,0,Kendall Park Post Office
776920,11.25,1,0,0,09-26-2019 16:56:57,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,430,09-26-2019,0,0,11.25,0,0,Times Square
776925,11.25,1,0,0,09-26-2019 17:00:45,ANDROID,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,138113,09-26-2019,0,0,11.25,0,0,Times Square
776935,11.25,1,0,0,09-26-2019 17:08:26,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,11809,09-26-2019,0,0,11.25,0,0,Times Square
776936,11.25,1,0,0,09-26-2019 17:08:27,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,110809,09-26-2019,0,0,11.25,0,0,Times Square
776938,11.25,1,0,0,09-26-2019 17:08:30,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,97,09-26-2019,0,0,11.25,0,0,Times Square
776940,11.25,1,0,0,09-26-2019 17:08:56,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,95,09-26-2019,0,0,11.25,0,0,Times Square
776941,11.25,1,0,0,09-26-2019 17:09:00,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,76084,09-26-2019,0,0,11.25,0,0,Times Square
776949,11.25,1,0,0,09-26-2019 17:13:46,ANDROID,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,300787,09-26-2019,0,0,11.25,0,0,Times Square
776959,11.25,1,0,0,09-26-2019 17:17:55,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,129121,09-26-2019,0,0,11.25,0,0,Ninth Ave & 42nd Stret
776961,11.25,1,0,0,09-26-2019 17:18:06,ANDROID,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,190,09-26-2019,0,0,11.25,0,0,Times Square
776962,0,1,0,0,09-26-2019 17:18:53,WEB,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,11.25,1406,09-26-2019,0,0,11.25,0,11.25,Times Square
776964,0,1,0,0,09-26-2019 17:19:07,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,11.25,594,09-26-2019,0,0,11.25,0,11.25,Ninth Ave & 42nd Stret
776965,11.25,1,0,0,09-26-2019 17:20:01,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,309606,09-26-2019,0,0,11.25,0,0,Times Square
776969,11.25,1,0,0,09-26-2019 17:22:09,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,56494,09-26-2019,0,0,11.25,0,0,Times Square
776984,11.25,1,0,0,09-26-2019 17:27:52,ANDROID,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,141882,09-26-2019,0,0,11.25,0,0,Times Square
776991,11.25,1,0,0,09-26-2019 17:31:57,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,1289,09-26-2019,0,0,11.25,0,0,Times Square
776995,11.25,1,0,0,09-26-2019 17:33:11,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,1289,09-27-2019,0,0,11.25,0,0,Kendall Park Post Office
777445,11.25,1,0,0,09-26-2019 21:39:41,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,477,09-27-2019,0,0,11.25,0,0,Stillwell Road
777458,11.25,1,0,0,09-26-2019 21:44:23,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,263922,09-27-2019,0,0,11.25,0,0,Green Hill Manor Club House
777462,11.25,1,0,0,09-26-2019 21:47:04,WEB,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,294729,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777466,11.25,1,0,0,09-26-2019 21:49:14,WEB,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,294729,09-27-2019,0,0,11.25,0,0,Times Square
777475,11.25,1,0,0,09-26-2019 21:56:22,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,430,09-27-2019,0,0,11.25,0,0,Kendall Park Post Office
777515,10.25,1,0,0,09-26-2019 22:15:17,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,67,09-27-2019,0,0,10.25,0,0,Kendall Park Roller Skating Rink
777515,10.25,1,0,0,09-26-2019 22:15:17,ANDROID,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,67,09-27-2019,0,0,10.25,0,0,Kendall Park Roller Skating Rink
777553,0,1,0,0,09-26-2019 22:29:15,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,11.25,475,09-27-2019,0,0,11.25,0,11.25,Green Hill Manor Club House
777563,10.25,1,0,0,09-26-2019 22:33:41,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,486,09-27-2019,0,0,10.25,0,0,Kendall Park Roller Skating Rink
777563,10.25,1,0,0,09-26-2019 22:33:41,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,486,09-27-2019,0,0,10.25,0,0,Kendall Park Roller Skating Rink
777585,10.25,1,0,0,09-26-2019 22:49:18,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,19819,09-27-2019,0,0,10.25,0,0,Kendall Park Roller Skating Rink
777585,10.25,1,0,0,09-26-2019 22:49:18,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,19819,09-27-2019,0,0,10.25,0,0,Kendall Park Roller Skating Rink
777607,0,1,0,0,09-26-2019 23:00:43,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,11.25,160131,09-27-2019,0,0,11.25,0,11.25,Kendall Park Roller Skating Rink
777759,0,1,0,0,09-27-2019 0:52:59,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,11.25,132168,09-27-2019,0,0,11.25,0,11.25,Stillwell Road
777829,11.25,1,0,0,09-27-2019 3:45:03,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,1338,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777867,11.25,1,0,0,09-27-2019 6:07:42,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,56494,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777871,10.25,1,0,0,09-27-2019 6:16:11,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,100,09-27-2019,0,0,10.25,0,0,Kendall Park Roller Skating Rink
777871,10.25,1,0,0,09-27-2019 6:16:11,ANDROID,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,100,09-27-2019,0,0,10.25,0,0,Kendall Park Roller Skating Rink
777873,11.25,1,0,0,09-27-2019 6:17:38,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,54,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777876,11.25,1,0,0,09-27-2019 6:21:59,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,18375,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777878,11.25,1,0,0,09-27-2019 6:23:06,WEB,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,239301,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777879,11.25,1,0,0,09-27-2019 6:23:23,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,155570,09-27-2019,0,0,11.25,0,0,Kendall Park Post Office
777880,11.25,1,0,0,09-27-2019 6:25:23,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,249,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777881,0,1,0,0,09-27-2019 6:27:10,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,11.25,102,09-27-2019,0,0,11.25,0,11.25,Kendall Park Roller Skating Rink
777883,11.25,1,0,0,09-27-2019 6:29:59,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,24976,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777886,11.25,1,0,0,09-27-2019 6:36:06,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,141,09-27-2019,0,0,11.25,0,0,Kendall Park Post Office
777887,11.25,1,0,0,09-27-2019 6:36:19,WEB,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,1030,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777889,11.25,1,0,0,09-27-2019 6:37:07,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,83659,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777890,11.25,1,0,0,09-27-2019 6:37:27,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,1266,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777891,11.25,1,0,0,09-27-2019 6:37:50,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,134323,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777892,11.25,1,0,0,09-27-2019 6:38:19,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,3135,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777893,11.25,1,0,0,09-27-2019 6:38:35,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,95,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777894,11.25,1,0,0,09-27-2019 6:38:56,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,323,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777896,11.25,1,0,0,09-27-2019 6:39:21,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,92054,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777897,11.25,1,0,0,09-27-2019 6:41:11,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,76496,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777898,0,1,0,0,09-27-2019 6:42:09,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,11.25,150028,09-27-2019,0,0,11.25,0,11.25,Green Hill Manor Club House
777901,11.25,1,0,0,09-27-2019 6:42:32,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,193022,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777902,11.25,1,0,0,09-27-2019 6:42:34,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,76084,09-27-2019,0,0,11.25,0,0,Kendall Park Post Office
777904,11.25,1,0,0,09-27-2019 6:44:11,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,343,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777905,11.25,1,0,0,09-27-2019 6:44:22,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,197,09-27-2019,0,0,11.25,0,0,Kendall Park Roller Skating Rink
777906,11.25,1,0,0,09-27-2019 6:44:32,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,193,09-27-2019,0,0,11.25,0,0,Stillwell Road
777908,11.25,1,0,0,09-27-2019 6:46:06,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,97,09-27-2019,0,0,11.25,0,0,Kendall Park Post Office
777909,11.25,1,0,0,09-27-2019 6:46:32,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,138113,09-27-2019,0,0,11.25,0,0,Kendall Park Post Office
777911,11.25,1,0,0,09-27-2019 6:47:32,ANDROID,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,0,141882,09-27-2019,0,0,11.25,0,0,Kendall Park Post Office
777913,0,1,0,0,09-27-2019 6:49:58,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:40:00 AM,0,218631,FALSE,11.25,103780,09-27-2019,0,0,11.25,0,11.25,Kendall Park Roller Skating Rink
778335,10.25,1,0,0,09-27-2019 11:46:57,IOS,FALSE,C,Kendall Park to NYC Commuter,0,6:55:00 AM,0,117711,FALSE,0,264889,09-30-2019,0,0,10.25,0,0,Stillwell Road
778335,10.25,1,0,0,09-27-2019 11:46:57,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,264889,09-30-2019,0,0,10.25,0,0,Stillwell Road
778545,11.25,1,0,0,09-27-2019 13:35:48,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,193022,09-27-2019,0,0,11.25,0,0,Times Square
778888,11.25,1,0,0,09-27-2019 16:52:40,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,1338,09-27-2019,0,0,11.25,0,0,Times Square
778889,11.25,1,0,0,09-27-2019 16:53:26,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,430,09-27-2019,0,0,11.25,0,0,Times Square
778909,11.25,1,0,0,09-27-2019 17:11:07,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,95,09-27-2019,0,0,11.25,0,0,Times Square
778910,11.25,1,0,0,09-27-2019 17:11:14,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,95,09-27-2019,0,0,11.25,0,0,Times Square
778911,11.25,1,0,0,09-27-2019 17:11:24,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,129121,09-27-2019,0,0,11.25,0,0,Ninth Ave & 42nd Stret
778922,11.25,1,0,0,09-27-2019 17:18:49,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,249,09-27-2019,0,0,11.25,0,0,Times Square
778931,11.25,1,0,0,09-27-2019 17:20:36,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,97,09-27-2019,0,0,11.25,0,0,Times Square
778935,11.25,1,0,0,09-27-2019 17:21:38,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,1266,09-27-2019,0,0,11.25,0,0,Times Square
778937,11.25,1,0,0,09-27-2019 17:22:22,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,56494,09-27-2019,0,0,11.25,0,0,Times Square
778938,11.25,1,0,0,09-27-2019 17:22:25,IOS,FALSE,C,"New York, NY - Kendall Park Commuter",0,5:30:00 PM,0,310958,FALSE,0,76496,09-27-2019,0,0,11.25,0,0,Times Square
